miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-199b	hg38:chr9:128244744-128244768:-	7	1.774153	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244745-128244764:-	1	0.253450	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244745-128244766:-	118	29.907148	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244745-128244767:-	248	62.855702	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244745-128244768:-	30	7.603512	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244746-128244764:-	3	0.760351	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244746-128244766:-	107	27.119194	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244746-128244767:-	555	140.664978	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244746-128244768:-	242	61.334999	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244747-128244766:-	18	4.562107	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244747-128244767:-	80	20.276033	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244747-128244768:-	71	17.994979	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244747-128244769:-	1	0.253450	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244748-128244767:-	4	1.013802	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244748-128244768:-	12	3.041405	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244749-128244768:-	1	0.253450	Y	mature,MIMAT0004563
hsa-mir-199b	hg38:chr9:128244782-128244806:-	3	0.760351	N	mature,MIMAT0000263
hsa-mir-199b	hg38:chr9:128244783-128244806:-	37	9.377665	N	mature,MIMAT0000263
hsa-mir-199b	hg38:chr9:128244784-128244806:-	5	1.267252	N	mature,MIMAT0000263
hsa-mir-199b	hg38:chr9:128244785-128244806:-	2	0.506901	N	mature,MIMAT0000263
hsa-mir-19a	hg38:chr13:91350938-91350961:+	8	2.027603	N	mature,MIMAT0000073
hsa-mir-19a	hg38:chr13:91350938-91350962:+	4	1.013802	N	mature,MIMAT0000073
hsa-mir-19a	hg38:chr13:91350939-91350961:+	15	3.801756	N	mature,MIMAT0000073
hsa-mir-19a	hg38:chr13:91350939-91350962:+	50	12.672521	N	mature,MIMAT0000073
hsa-mir-19b-1	hg38:chr13:91351207-91351229:+	16	4.055207	N	mature,MIMAT0004491
hsa-mir-19b-1	hg38:chr13:91351244-91351268:+	1	0.253450	N	mature,MIMAT0000074
hsa-mir-19b-1	hg38:chr13:91351245-91351266:+	1	0.253450	N	mature,MIMAT0000074
hsa-mir-19b-1	hg38:chr13:91351245-91351267:+	24	6.082810	N	mature,MIMAT0000074
hsa-mir-19b-1	hg38:chr13:91351245-91351268:+	62	15.713925	N	mature,MIMAT0000074
hsa-mir-19b-1	hg38:chr13:91351268-91351292:+	1	0.253450	N	precursor
hsa-mir-19b-2	hg38:chrX:134169683-134169705:-	1	0.253450	N	mature,MIMAT0000074
hsa-mir-19b-2	hg38:chrX:134169683-134169706:-	68	17.234628	N	mature,MIMAT0000074
hsa-mir-19b-2	hg38:chrX:134169683-134169707:-	1	0.253450	N	mature,MIMAT0000074
hsa-mir-19b-2	hg38:chrX:134169684-134169706:-	14	3.548306	N	mature,MIMAT0000074
hsa-mir-19b-2	hg38:chrX:134169685-134169706:-	2	0.506901	N	mature,MIMAT0000074
hsa-mir-19b-2	hg38:chrX:134169686-134169706:-	1	0.253450	N	mature,MIMAT0000074
hsa-mir-19b-2	hg38:chrX:134169688-134169706:-	1	0.253450	N	mature,MIMAT0000074
hsa-mir-200a	hg38:chr1:1167878-1167899:+	2	0.506901	N	mature,MIMAT0001620
hsa-mir-200a	hg38:chr1:1167878-1167900:+	1	0.253450	N	mature,MIMAT0001620
hsa-mir-200b	hg38:chr1:1167160-1167182:+	3	0.760351	N	mature,MIMAT0000318
hsa-mir-200c	hg38:chr12:6963742-6963764:+	6	1.520702	N	mature,MIMAT0000617
hsa-mir-200c	hg38:chr12:6963742-6963765:+	16	4.055207	N	mature,MIMAT0000617
hsa-mir-202	hg38:chr10:133247534-133247558:-	2	0.506901	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247535-133247558:-	24	6.082810	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247536-133247556:-	1	0.253450	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247536-133247557:-	2	0.506901	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247536-133247558:-	321	81.357582	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247536-133247559:-	61	15.460475	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247537-133247557:-	1	0.253450	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247537-133247558:-	603	152.830598	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247537-133247559:-	326	82.624834	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247537-133247561:-	9	2.281054	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247538-133247558:-	141	35.736508	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247538-133247559:-	336	85.159338	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247538-133247560:-	1	0.253450	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247538-133247561:-	19	4.815558	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247539-133247558:-	42	10.644917	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247539-133247559:-	57	14.446673	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247539-133247561:-	14	3.548306	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247540-133247559:-	2	0.506901	N	mature,MIMAT0002811
hsa-mir-202	hg38:chr10:133247568-133247594:-	2	0.506901	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247570-133247594:-	1	0.253450	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247571-133247594:-	612	155.111651	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247572-133247594:-	839	212.644894	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247573-133247594:-	8402	2129.490349	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247573-133247595:-	439	111.264730	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247573-133247596:-	2	0.506901	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247574-133247594:-	1120	283.864460	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247574-133247595:-	86	21.796735	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247574-133247596:-	5	1.267252	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247575-133247594:-	264	66.910908	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247575-133247595:-	25	6.336260	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247575-133247596:-	1	0.253450	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247576-133247594:-	3	0.760351	N	mature,MIMAT0002810
hsa-mir-202	hg38:chr10:133247576-133247595:-	3	0.760351	N	mature,MIMAT0002810
hsa-mir-203a	hg38:chr14:104117468-104117492:+	1	0.253450	N	mature,MIMAT0000264
hsa-mir-203a	hg38:chr14:104117469-104117489:+	5	1.267252	N	mature,MIMAT0000264
hsa-mir-203a	hg38:chr14:104117469-104117490:+	5	1.267252	N	mature,MIMAT0000264
hsa-mir-203a	hg38:chr14:104117469-104117491:+	657	166.516920	N	mature,MIMAT0000264
hsa-mir-203a	hg38:chr14:104117469-104117492:+	423	107.209524	N	mature,MIMAT0000264
hsa-mir-203a	hg38:chr14:104117470-104117491:+	189	47.902128	N	mature,MIMAT0000264
hsa-mir-203a	hg38:chr14:104117470-104117492:+	143	36.243409	N	mature,MIMAT0000264
hsa-mir-203a	hg38:chr14:104117472-104117491:+	1	0.253450	N	mature,MIMAT0000264
hsa-mir-203a	hg38:chr14:104117473-104117491:+	1	0.253450	N	mature,MIMAT0000264
hsa-mir-203b	hg38:chr14:104117428-104117451:-	1	0.253450	N	mature,MIMAT0019814
hsa-mir-204	hg38:chr9:70809994-70810014:-	2	0.506901	N	mature,MIMAT0022693
hsa-mir-204	hg38:chr9:70810029-70810053:-	21	5.322459	N	mature,MIMAT0000265
hsa-mir-204	hg38:chr9:70810030-70810053:-	138	34.976157	N	mature,MIMAT0000265
hsa-mir-204	hg38:chr9:70810031-70810053:-	622	157.646155	N	mature,MIMAT0000265
hsa-mir-204	hg38:chr9:70810032-70810053:-	33	8.363864	N	mature,MIMAT0000265
hsa-mir-204	hg38:chr9:70810033-70810053:-	47	11.912169	N	mature,MIMAT0000265
hsa-mir-204	hg38:chr9:70810034-70810053:-	7	1.774153	N	mature,MIMAT0000265
hsa-mir-204	hg38:chr9:70810035-70810053:-	1	0.253450	N	mature,MIMAT0000265
hsa-mir-204	hg38:chr9:70810053-70810072:-	3	0.760351	N	precursor
hsa-mir-204	hg38:chr9:70810053-70810073:-	5	1.267252	N	precursor
hsa-mir-204	hg38:chr9:70810053-70810074:-	4	1.013802	N	precursor
hsa-mir-20a	hg38:chr13:91351072-91351092:+	1	0.253450	N	mature,MIMAT0000075
hsa-mir-20a	hg38:chr13:91351072-91351093:+	7	1.774153	N	mature,MIMAT0000075
hsa-mir-20a	hg38:chr13:91351072-91351094:+	6	1.520702	N	mature,MIMAT0000075
hsa-mir-20a	hg38:chr13:91351072-91351095:+	618	156.632354	N	mature,MIMAT0000075
hsa-mir-20a	hg38:chr13:91351072-91351096:+	17	4.308657	N	mature,MIMAT0000075
hsa-mir-20a	hg38:chr13:91351074-91351095:+	1	0.253450	N	mature,MIMAT0000075
hsa-mir-20a	hg38:chr13:91351108-91351129:+	1	0.253450	N	mature,MIMAT0004493
hsa-mir-20a	hg38:chr13:91351108-91351130:+	2	0.506901	N	mature,MIMAT0004493
hsa-mir-20a	hg38:chr13:91351108-91351131:+	1	0.253450	N	mature,MIMAT0004493
hsa-mir-20a	hg38:chr13:91351109-91351131:+	7	1.774153	N	mature,MIMAT0004493
hsa-mir-20b	hg38:chrX:134169812-134169835:-	1	0.253450	N	mature,MIMAT0004752
hsa-mir-20b	hg38:chrX:134169849-134169873:-	1	0.253450	N	mature,MIMAT0001413
hsa-mir-20b	hg38:chrX:134169850-134169873:-	15	3.801756	N	mature,MIMAT0001413
hsa-mir-20b	hg38:chrX:134169853-134169873:-	1	0.253450	N	mature,MIMAT0001413
hsa-mir-21	hg38:chr17:59841248-59841273:+	2	0.506901	N	precursor
hsa-mir-21	hg38:chr17:59841249-59841273:+	4	1.013802	N	precursor
hsa-mir-21	hg38:chr17:59841250-59841273:+	9	2.281054	N	precursor
hsa-mir-21	hg38:chr17:59841251-59841273:+	5	1.267252	N	precursor
hsa-mir-21	hg38:chr17:59841253-59841272:+	1	0.253450	N	precursor
hsa-mir-21	hg38:chr17:59841253-59841273:+	19	4.815558	N	precursor
hsa-mir-21	hg38:chr17:59841254-59841273:+	15	3.801756	N	precursor
hsa-mir-21	hg38:chr17:59841255-59841273:+	68	17.234628	N	precursor
hsa-mir-21	hg38:chr17:59841256-59841273:+	10	2.534504	N	precursor
hsa-mir-21	hg38:chr17:59841272-59841293:+	2	0.506901	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841272-59841294:+	29	7.350062	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841272-59841295:+	138	34.976157	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841272-59841296:+	5	1.267252	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841289:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841291:+	88	22.303636	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841292:+	135	34.215805	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841293:+	466	118.107891	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841294:+	24086	6104.606588	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841295:+	207585	52612.503469	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841296:+	41847	10606.139329	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841297:+	2301	583.189395	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841298:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841299:+	29	7.350062	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841300:+	8	2.027603	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841273-59841301:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841274-59841295:+	42	10.644917	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841274-59841296:+	5	1.267252	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841274-59841297:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841275-59841294:+	2	0.506901	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841275-59841295:+	8	2.027603	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841275-59841296:+	4	1.013802	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841275-59841297:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841276-59841295:+	2	0.506901	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841276-59841296:+	4	1.013802	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841276-59841297:+	4	1.013802	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841276-59841302:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841277-59841295:+	8	2.027603	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841277-59841296:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841277-59841297:+	2	0.506901	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841277-59841299:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841277-59841300:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841277-59841305:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841278-59841294:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841278-59841296:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841278-59841297:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841278-59841299:+	1	0.253450	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841278-59841300:+	4	1.013802	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841278-59841301:+	5	1.267252	N	mature,MIMAT0000076
hsa-mir-21	hg38:chr17:59841307-59841332:+	1	0.253450	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841308-59841333:+	3	0.760351	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841310-59841332:+	2	0.506901	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841310-59841333:+	3	0.760351	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841311-59841327:+	3	0.760351	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841311-59841328:+	4	1.013802	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841311-59841330:+	3	0.760351	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841311-59841331:+	15	3.801756	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841311-59841332:+	258	65.390206	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841311-59841333:+	1426	361.420285	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841311-59841334:+	83	21.036384	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841312-59841333:+	3	0.760351	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841312-59841334:+	12	3.041405	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841313-59841333:+	3	0.760351	N	mature,MIMAT0004494
hsa-mir-21	hg38:chr17:59841313-59841336:+	1	0.253450	N	mature,MIMAT0004494
hsa-mir-210	hg38:chr11:568111-568134:-	489	123.937251	N	mature,MIMAT0000267
hsa-mir-210	hg38:chr11:568111-568135:-	4	1.013802	N	mature,MIMAT0000267
hsa-mir-210	hg38:chr11:568112-568134:-	2140	542.383879	N	mature,MIMAT0000267
hsa-mir-210	hg38:chr11:568112-568135:-	21	5.322459	N	mature,MIMAT0000267
hsa-mir-210	hg38:chr11:568113-568134:-	29	7.350062	N	mature,MIMAT0000267
hsa-mir-210	hg38:chr11:568114-568134:-	13	3.294855	N	mature,MIMAT0000267
hsa-mir-210	hg38:chr11:568116-568134:-	1	0.253450	N	mature,MIMAT0000267
hsa-mir-210	hg38:chr11:568150-568172:-	2	0.506901	N	mature,MIMAT0026475
hsa-mir-210	hg38:chr11:568151-568172:-	1	0.253450	N	mature,MIMAT0026475
hsa-mir-2110	hg38:chr10:114174149-114174173:-	1	0.253450	N	mature,MIMAT0010133
hsa-mir-2114	hg38:chrX:150228016-150228038:+	2	0.506901	N	mature,MIMAT0011156
hsa-mir-2115	hg38:chr3:48316381-48316403:-	1	0.253450	N	mature,MIMAT0011159
hsa-mir-212	hg38:chr17:2050288-2050311:-	5	1.267252	N	mature,MIMAT0000269
hsa-mir-212	hg38:chr17:2050289-2050311:-	6	1.520702	N	mature,MIMAT0000269
hsa-mir-212	hg38:chr17:2050292-2050311:-	7	1.774153	N	mature,MIMAT0000269
hsa-mir-212	hg38:chr17:2050328-2050351:-	2	0.506901	N	mature,MIMAT0022695
hsa-mir-214	hg38:chr1:172138816-172138838:-	1	0.253450	N	mature,MIMAT0000271
hsa-mir-214	hg38:chr1:172138817-172138838:-	1	0.253450	N	mature,MIMAT0000271
hsa-mir-214	hg38:chr1:172138818-172138840:-	1	0.253450	N	mature,MIMAT0000271
hsa-mir-214	hg38:chr1:172138857-172138878:-	1	0.253450	N	mature,MIMAT0004564
hsa-mir-214	hg38:chr1:172138857-172138879:-	22	5.575909	N	mature,MIMAT0004564
hsa-mir-214	hg38:chr1:172138858-172138879:-	1	0.253450	N	mature,MIMAT0004564
hsa-mir-215	hg38:chr1:220117877-220117900:-	1	0.253450	N	mature,MIMAT0026476
hsa-mir-215	hg38:chr1:220117878-220117900:-	1	0.253450	N	mature,MIMAT0026476
hsa-mir-215	hg38:chr1:220117914-220117937:-	1	0.253450	N	mature,MIMAT0000272
hsa-mir-215	hg38:chr1:220117915-220117937:-	12	3.041405	N	mature,MIMAT0000272
hsa-mir-215	hg38:chr1:220117916-220117937:-	7	1.774153	N	mature,MIMAT0000272
hsa-mir-215	hg38:chr1:220117917-220117937:-	2	0.506901	N	mature,MIMAT0000272
hsa-mir-215	hg38:chr1:220117918-220117936:-	4	1.013802	Y	mature,MIMAT0000272
hsa-mir-215	hg38:chr1:220117918-220117937:-	1	0.253450	N	mature,MIMAT0000272
hsa-mir-216a	hg38:chr2:55989020-55989042:-	2	0.506901	N	mature,MIMAT0000273
hsa-mir-216b	hg38:chr2:56000764-56000786:-	1	0.253450	N	mature,MIMAT0004959
hsa-mir-217	hg38:chr2:55983019-55983043:-	1	0.253450	N	mature,MIMAT0000274
hsa-mir-217	hg38:chr2:55983020-55983042:-	1	0.253450	N	mature,MIMAT0000274
hsa-mir-217	hg38:chr2:55983020-55983043:-	145	36.750310	N	mature,MIMAT0000274
hsa-mir-217	hg38:chr2:55983020-55983044:-	10	2.534504	N	mature,MIMAT0000274
hsa-mir-217	hg38:chr2:55983021-55983043:-	21	5.322459	N	mature,MIMAT0000274
hsa-mir-217	hg38:chr2:55983021-55983044:-	11	2.787955	N	mature,MIMAT0000274
hsa-mir-217	hg38:chr2:55983022-55983043:-	1	0.253450	N	mature,MIMAT0000274
hsa-mir-217	hg38:chr2:55983022-55983044:-	3	0.760351	N	mature,MIMAT0000274
hsa-mir-217	hg38:chr2:55983023-55983044:-	1	0.253450	N	mature,MIMAT0000274
hsa-mir-218-1	hg38:chr4:20528299-20528320:+	15	3.801756	N	mature,MIMAT0000275
hsa-mir-218-1	hg38:chr4:20528299-20528321:+	10	2.534504	N	mature,MIMAT0000275
hsa-mir-218-1	hg38:chr4:20528299-20528322:+	18	4.562107	N	mature,MIMAT0000275
hsa-mir-218-1	hg38:chr4:20528299-20528323:+	2	0.506901	N	mature,MIMAT0000275
hsa-mir-218-1	hg38:chr4:20528299-20528324:+	1	0.253450	N	mature,MIMAT0000275
hsa-mir-218-1	hg38:chr4:20528338-20528359:+	1	0.253450	N	mature,MIMAT0004565
hsa-mir-218-2	hg38:chr5:168768209-168768232:-	2	0.506901	N	mature,MIMAT0000275
hsa-mir-218-2	hg38:chr5:168768210-168768232:-	21	5.322459	N	mature,MIMAT0000275
hsa-mir-218-2	hg38:chr5:168768211-168768232:-	14	3.548306	N	mature,MIMAT0000275
hsa-mir-218-2	hg38:chr5:168768212-168768232:-	1	0.253450	N	mature,MIMAT0000275
hsa-mir-219a-1	hg38:chr6:33207855-33207878:+	1	0.253450	N	mature,MIMAT0000276
hsa-mir-219a-1	hg38:chr6:33207896-33207919:+	5	1.267252	N	mature,MIMAT0004567
hsa-mir-219b	hg38:chr9:128392675-128392698:+	1	0.253450	N	mature,MIMAT0019748
hsa-mir-22	hg38:chr17:1713912-1713935:-	1	0.253450	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713912-1713936:-	54	13.686322	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713913-1713934:-	8	2.027603	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713913-1713935:-	112	28.386446	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713913-1713936:-	10117	2564.157803	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713913-1713937:-	7	1.774153	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713914-1713932:-	1	0.253450	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713914-1713933:-	16	4.055207	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713914-1713934:-	197	49.929731	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713914-1713935:-	4223	1070.321084	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713914-1713936:-	664354	168380.794035	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713914-1713937:-	454	115.066486	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713914-1713938:-	1	0.253450	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713915-1713934:-	4	1.013802	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713915-1713935:-	1	0.253450	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713915-1713936:-	1090	276.260947	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713915-1713937:-	1	0.253450	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713916-1713935:-	4	1.013802	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713916-1713936:-	577	146.240887	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713917-1713935:-	1	0.253450	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713917-1713936:-	156	39.538264	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713918-1713936:-	79	20.022582	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713919-1713936:-	17	4.308657	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713920-1713936:-	1	0.253450	N	mature,MIMAT0000077
hsa-mir-22	hg38:chr17:1713951-1713974:-	5	1.267252	N	mature,MIMAT0004495
hsa-mir-22	hg38:chr17:1713952-1713974:-	68	17.234628	N	mature,MIMAT0004495
hsa-mir-22	hg38:chr17:1713953-1713973:-	2	0.506901	N	mature,MIMAT0004495
hsa-mir-22	hg38:chr17:1713953-1713974:-	79	20.022582	N	mature,MIMAT0004495
hsa-mir-22	hg38:chr17:1713954-1713973:-	1	0.253450	N	mature,MIMAT0004495
hsa-mir-22	hg38:chr17:1713954-1713974:-	4	1.013802	N	mature,MIMAT0004495
hsa-mir-22	hg38:chr17:1713954-1713975:-	1	0.253450	N	mature,MIMAT0004495
hsa-mir-221	hg38:chrX:45746179-45746203:-	2	0.506901	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746180-45746203:-	28	7.096611	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746181-45746203:-	42	10.644917	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746182-45746203:-	6	1.520702	N	mature,MIMAT0000278
hsa-mir-221	hg38:chrX:45746183-45746203:-	2	0.506901	N	mature,MIMAT0000278
hsa-mir-222	hg38:chrX:45747032-45747057:-	4	1.013802	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747033-45747056:-	1	0.253450	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747033-45747057:-	4	1.013802	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747034-45747057:-	4	1.013802	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747035-45747057:-	1	0.253450	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747036-45747057:-	4	1.013802	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747037-45747057:-	2	0.506901	N	mature,MIMAT0000279
hsa-mir-222	hg38:chrX:45747071-45747094:-	1	0.253450	N	mature,MIMAT0004569
hsa-mir-223	hg38:chrX:66018895-66018917:+	2	0.506901	N	mature,MIMAT0004570
hsa-mir-223	hg38:chrX:66018895-66018918:+	1	0.253450	N	mature,MIMAT0004570
hsa-mir-223	hg38:chrX:66018895-66018919:+	5	1.267252	N	mature,MIMAT0004570
hsa-mir-223	hg38:chrX:66018895-66018924:+	1	0.253450	N	mature,MIMAT0004570
hsa-mir-223	hg38:chrX:66018936-66018956:+	1	0.253450	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018936-66018959:+	1	0.253450	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018956:+	4	1.013802	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018957:+	2	0.506901	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018958:+	14	3.548306	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018959:+	183	46.381425	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018960:+	104	26.358843	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018961:+	13	3.294855	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018937-66018962:+	2	0.506901	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018938-66018958:+	1	0.253450	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018938-66018959:+	6	1.520702	N	mature,MIMAT0000280
hsa-mir-223	hg38:chrX:66018938-66018960:+	12	3.041405	N	mature,MIMAT0000280
hsa-mir-224	hg38:chrX:151958583-151958605:-	1	0.253450	N	mature,MIMAT0009198
hsa-mir-224	hg38:chrX:151958627-151958652:-	2	0.506901	N	mature,MIMAT0000281
